2nd_primer_ID,admera_ID,2nd_primer_plate,2nd_primer_well,experiment,index_1_index_2,plate,timepoint,environment,replicate,Barcode_ID,count
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,AAL,1
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,AII,10
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,AKN,4
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,ALH,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,AMA,13690
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,AMS,4
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,ANC,6
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,ANK,24
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,ANT,7
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,APC,8
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,APL,1
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,APM,6
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,ASP,4
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BAC,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BAK,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BAN,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BAT,4
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BBI,16
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BBK,17
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BBV,6
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BCS,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BDM,49
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BEP,51135
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BER,14
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BFB,174256
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BFD,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BGK,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BGQ,12
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BHT,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BIE,2015917
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BII,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BIM,27
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BIN,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BLB,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BLN,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BLR,7
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BPF,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BPT,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BQB,13
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BQN,35
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BSB,13
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BSC,11
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,BSD,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CAA,4
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CAM,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CCD,72431
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CCH,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CCL,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CCR,1
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CCV,18
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CDM,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CDV,4
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CEC,43
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CFF,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CFP,6
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CGB,50
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CIK,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CLP,6
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CMP,4223
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CMQ,818
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CPA,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CPI,21
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CQH,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CQN,1
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CRD,9
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,CRG,6
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,JLE,26
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,JLF,10
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,YAQ,4
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,YAR,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,YAT,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,YCH,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,YCO,1
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,YDC,109
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,YJS202,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF16/NR16,P2,T79,SC-SDS,R17,unkown9,3
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,AMA,3878
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,BEP,39
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,BFB,99
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,BHV,1
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,BLB,1
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,CCD,5
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,CMP,2
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,CMQ,169
UDP0154,18032-178-01-58,B,B8,LT-EVO,NF17/NR17,P2,T75,M3,R17,YDC,587
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,AAL,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,ADK,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,AII,6
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,AKN,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,AKS,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,AMA,41400
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,ANC,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,ANK,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,APC,6
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,APK,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,APL,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,APM,9
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,ARE,5
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,ASM,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,ASS,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,AVI,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BAG,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BAK,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BBK,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BCR,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BDC,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BDH,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BDM,12
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BEP,25356
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BER,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BES,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BFB,289472
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BFD,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BHP,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BHV,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BIE,5827
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BII,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BIM,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BIN,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BIS,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BLA,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BLB,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BLN,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BNH,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BNL,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BPG,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BPH,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BPR,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BQM,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BQN,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BSB,6
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BSC,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,BTV,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CAA,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CCD,20199
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CCH,7
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CCV,817
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CDD,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CDL,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CDM,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CEC,6
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CFP,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CGB,29
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CHI,73
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CHM,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CLP,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CML,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CMP,16815
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CMQ,3465
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CNG,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CPA,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CPI,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,CRG,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,JLE,5
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,JLF,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,YBH,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,YBY,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,YCO,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,YCP,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,YCU,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,YDC,2109
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,YJS54-1,59
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,sky_bc_1,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,sky_bc_5,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,sky_bc_6,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,sky_bc_7,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF16/NR16,P1,T83,M3,R4-C2,unkown3,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AAL,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ABV,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ADP,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ADV,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AGF,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AII,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AIL,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AKB,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ALH,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AMA,12069
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AMI,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AMN,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AMS,11
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ANC,13
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ANK,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,APC,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,APK,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,APM,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ARE,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ARI,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ASM,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AST,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ATM,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,ATP,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,AVI,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BAG,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BAK,7
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BAT,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BBI,5
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BBK,5
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BBP,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BBV,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BCS,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BDH,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BDM,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BEF,7
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BEP,356553
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BER,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BFB,52371
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BFD,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BGK,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BHV,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BIE,11
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BIM,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BIS,5
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BKC,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BKI,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BLA,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BLB,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BLD,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BLN,7
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BMM,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BNF,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BNL,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BPH,8
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BPV,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BQB,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BQM,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BQN,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BSB,10
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BSD,4
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,BTV,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CAA,5
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CAM,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CCD,42
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CCR,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CCV,63
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CDD,1
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CDL,2
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CDV,3
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CEC,11
UDP0142,18032-178-01-46,B,F6,YEAST-CHECK,NF17/NR17,P1,T83,M3,R2-C6,CGB,34
